,tau,theory,theory_size,theory_clos_size,n,sig_theory,sig_tau,sig_restr,sig_restr_theory,sys_grec,sigma_content
834,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -5, -1}",5,5,7,4,46,4,4,0.0,0.0
835,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -7, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
836,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -7, -5, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
837,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -6, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
838,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -6, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
839,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -6, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
840,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -6, -4, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
841,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -4, -1}",5,7,7,1,46,3,1,0.05283208335737187,0.26416041678685936
842,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
843,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
844,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
845,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
846,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
847,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
848,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -2, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
849,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -2, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
850,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -6, -5}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
851,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, -7, -6}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
852,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, -7, -5}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
853,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -6, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
854,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 5, -6, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
855,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 5, -6, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
856,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -6, -4, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
857,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 5, -4, -2}",5,7,7,1,46,3,1,0.05283208335737187,0.26416041678685936
858,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -1, -6, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
859,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -6, -4, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
860,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -1, -4, -2}",5,7,7,1,46,3,1,0.05283208335737187,0.26416041678685936
861,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -7, -5, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
862,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -7, -5, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
863,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -7, -5, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
864,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -1, -7, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
865,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -5, -2}",5,5,7,4,46,4,4,0.0,0.0
866,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -7, -6, -2}",5,5,7,4,46,4,4,0.0,0.0
867,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -7, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
868,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -7, -6, -4}",5,5,7,3,46,3,3,0.0,0.0
869,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 5, -7, -6}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
870,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -6, -4}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
871,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 5, -7, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
872,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -7, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
873,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -4, -1}",5,5,7,4,46,4,4,0.0,0.0
874,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -7, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
875,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -6, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
876,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -6, -5, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
877,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -5, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
878,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -6, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
879,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -5, -3, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
880,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, 7, -6}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
881,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, 7, -6, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
882,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, 7, -6, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
883,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -6, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
884,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, 7, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
885,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -7, -6}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
886,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -6, -4}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
887,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -7, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
888,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -6, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
889,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -6, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
890,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
891,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -6, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
892,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -6, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
893,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -1, -6, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
894,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, 7, -6, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
895,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, 7, -2, -6, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
896,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -2, -6, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
897,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, 7, -2, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
898,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -7, -6, -2}",5,5,7,4,46,4,4,0.0,0.0
899,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -4, -2}",5,5,7,4,46,4,4,0.0,0.0
900,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -7, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
901,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -5, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
902,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -5, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
903,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -5, -4, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
904,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -5, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
905,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
906,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -5, -4, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
907,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -7, -6, -5, -3}",5,5,7,3,46,3,3,0.0,0.0
908,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
909,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -7, -6, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
910,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7, -6}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
911,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
912,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
913,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
914,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -6, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
915,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -7, -6, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
916,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -7, -5, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
917,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -5, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
918,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -5, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
919,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -5, -4, -2}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
920,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
921,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
922,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -5, -4, -2}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
923,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -7, -5, -4, -2}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
924,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -2, -7, -5, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
925,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -7, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
926,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -2, -5, -4, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
927,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -6, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
928,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7, -6}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
929,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -6, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
930,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -6, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
931,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
932,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -2, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
933,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -2, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
934,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -6, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
935,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -7, -6, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
936,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -7, -5, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
937,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, 7}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
938,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
939,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, 7, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
940,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
941,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
942,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -7, -6, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
943,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -6, -4, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
944,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 5, -6, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
945,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 5, -6, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
946,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -4, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
947,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -7, -6, -4, -3}",5,5,7,3,46,3,3,0.0,0.0
948,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 5, -7, -6, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
949,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -6, -4, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
950,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -7, -6, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
951,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -4, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
952,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -6, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
953,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
954,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -2, -1}",5,5,7,3,46,3,3,0.0,0.0
955,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, -1, -2}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
956,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, 7, -6, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
957,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, 7, -6, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
958,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
959,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, 7, -3, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
960,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -6, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
961,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -7, -6, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
962,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -6, -4, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
963,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -6, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
964,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, 7, -6, -3, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
965,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -2, -6, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
966,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -1, -6, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
967,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -7, -6, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
968,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -4, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
969,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -5, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
970,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
971,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -5, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
972,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -4, -3, -1}",5,5,7,3,46,3,3,0.0,0.0
973,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -6, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
974,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -6, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
975,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
976,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -4, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
977,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -5, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
