,tau,theory,theory_size,theory_clos_size,n,sig_theory,sig_tau,sig_restr,sig_restr_theory,sys_grec,sigma_content
1531,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -5, -3}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1532,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -3, -1}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1533,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -3, -2}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1534,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -3, -7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1535,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, -3, 6, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1536,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -3, 7}",4,4,7,6,46,6,6,0.0,0.0
1537,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -3, 6}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1538,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, 2, -5}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1539,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -1}",4,4,7,8,46,8,8,0.0,0.0
1540,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -2}",4,4,7,8,46,8,8,0.0,0.0
1541,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, -7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1542,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -5, 4}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1543,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, 4, -1}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1544,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, 3, -5}",4,4,7,6,46,6,6,0.0,0.0
1545,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, 4, -2}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1546,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, 4, -7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1547,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, 4, -5}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1548,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -3}",4,4,7,6,46,6,6,0.0,0.0
1549,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, 7}",4,7,7,1,46,8,1,0.125,0.5
1550,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -1, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1551,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -1, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1552,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -2, 7}",4,7,7,1,46,8,1,0.125,0.5
1553,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, 4, -3}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1554,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 2, 5, 7}",4,7,7,1,46,8,1,0.125,0.5
1555,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, 4}",4,4,7,6,46,6,6,0.0,0.0
1556,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, 5, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1557,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 5, -1, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1558,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 5, -2, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1559,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -5, -4}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1560,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -4, -1}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1561,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -4, -2}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1562,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -4, -7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1563,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1564,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, 5, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1565,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, -4, -5}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1566,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1567,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -6, 5, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1568,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -4, -3}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1569,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -4}",4,4,7,6,46,6,6,0.0,0.0
1570,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, 5, 7}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1571,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 2, 3, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1572,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 3, -1, 7}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1573,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 3, -2, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1574,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 1, 3, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1575,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 2, 7, -5}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1576,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -1, 7}",4,4,7,8,46,8,8,0.0,0.0
1577,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -2, 7}",4,4,7,8,46,8,8,0.0,0.0
1578,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1579,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -6, 3, 7}",4,4,7,6,46,6,6,0.0,0.0
1580,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, 4, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1581,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 3, 4, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1582,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -3, 7}",4,4,7,6,46,6,6,0.0,0.0
1583,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, 4, 7}",4,4,7,6,46,6,6,0.0,0.0
1584,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 3, -4, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1585,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -4, 7}",4,4,7,6,46,6,6,0.0,0.0
1586,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, 6, 7}",3,7,7,1,46,12,1,0.1991645833733976,0.5974937501201928
1587,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, -2, 7}",3,4,7,5,46,16,5,0.1991645833733976,0.5974937501201928
1588,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -2, 7}",3,5,7,3,46,12,3,0.1845515608270757,0.5536546824812271
1589,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -2, 6}",3,7,7,1,46,16,1,0.2222222222222222,0.6666666666666666
1590,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, 5}",3,4,7,6,46,12,6,0.15596416233653357,0.4678924870096007
1591,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, 5}",3,5,7,4,46,16,4,0.20557998434117178,0.6167399530235154
1592,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -4}",3,4,7,6,46,16,6,0.19219064547984988,0.5765719364395496
1593,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -4, 5}",3,6,7,2,46,10,2,0.1761069445245729,0.5283208335737187
1594,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 5, -1}",3,3,7,12,46,16,12,0.12899600527152014,0.3869880158145604
1595,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, -1}",3,3,7,12,46,16,12,0.12899600527152014,0.3869880158145604
1596,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, 5, -1}",3,5,7,4,46,10,4,0.15596416233653357,0.4678924870096007
1597,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, 5}",3,4,7,6,46,16,6,0.19219064547984988,0.5765719364395496
1598,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -4}",3,4,7,6,46,14,6,0.1761069445245729,0.5283208335737187
1599,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -4, 5}",3,6,7,2,46,10,2,0.1761069445245729,0.5283208335737187
1600,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 5, -2}",3,3,7,10,46,16,10,0.15596416233653357,0.4678924870096007
1601,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, -2}",3,3,7,12,46,14,12,0.08805347226228645,0.26416041678685936
1602,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, 5, -2}",3,5,7,4,46,10,4,0.15596416233653357,0.4678924870096007
1603,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 6, 7}",3,3,7,6,46,12,6,0.15596416233653357,0.4678924870096007
1604,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 5, 7}",3,5,7,3,46,11,3,0.1761069445245729,0.5283208335737187
1605,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 5, 6}",3,7,7,1,46,12,1,0.1991645833733976,0.5974937501201928
1606,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, 5}",3,3,7,8,46,12,8,0.12899600527152014,0.3869880158145604
1607,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, -4}",3,3,7,9,46,11,9,0.08805347226228645,0.26416041678685936
1608,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -4, 5}",3,5,7,3,46,9,3,0.15596416233653357,0.4678924870096007
1609,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -6, 5}",3,3,7,8,46,12,8,0.12899600527152014,0.3869880158145604
1610,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, -3}",3,3,7,9,46,11,9,0.08805347226228645,0.26416041678685936
1611,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -4, 5}",3,5,7,3,46,9,3,0.15596416233653357,0.4678924870096007
1612,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7}",3,5,7,3,46,12,3,0.1845515608270757,0.5536546824812271
1613,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7}",3,4,7,5,46,9,5,0.12899600527152014,0.3869880158145604
1614,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6}",3,7,7,1,46,12,1,0.1991645833733976,0.5974937501201928
1615,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -3, 6}",3,7,7,1,46,13,1,0.20557998434117178,0.6167399530235154
1616,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -1, 6}",3,4,7,4,46,14,4,0.19219064547984988,0.5765719364395496
1617,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -1, 6}",3,7,7,1,46,14,1,0.2115197178920891,0.6345591536762673
1618,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -3, -1}",3,3,7,8,46,10,8,0.08805347226228645,0.26416041678685936
1619,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -2, 6}",3,4,7,5,46,13,5,0.1761069445245729,0.5283208335737187
1620,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -3, 6}",3,6,7,2,46,14,2,0.20557998434117178,0.6167399530235154
1621,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -2, 6}",3,6,7,2,46,14,2,0.20557998434117178,0.6167399530235154
1622,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -3, -2}",3,3,7,8,46,10,8,0.08805347226228645,0.26416041678685936
1623,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-2, 6, -1}",3,5,7,3,46,14,3,0.1991645833733976,0.5974937501201928
1624,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -1, -2}",3,3,7,10,46,10,10,0.0,0.0
1625,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, 5}",3,5,7,4,46,12,4,0.1761069445245729,0.5283208335737187
1626,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 5, -1}",3,4,7,8,46,11,8,0.1111111111111111,0.3333333333333333
1627,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -1}",3,4,7,8,46,11,8,0.1111111111111111,0.3333333333333333
1628,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -1}",3,4,7,6,46,10,6,0.12899600527152014,0.3869880158145604
1629,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 5, -2}",3,4,7,8,46,12,8,0.12899600527152014,0.3869880158145604
1630,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 5, -7}",3,5,7,4,46,11,4,0.16666666666666666,0.5
1631,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -2}",3,4,7,8,46,11,8,0.1111111111111111,0.3333333333333333
1632,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 5, -2}",3,5,7,4,46,10,4,0.15596416233653357,0.4678924870096007
1633,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -1, -2}",3,4,7,8,46,11,8,0.1111111111111111,0.3333333333333333
1634,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -1, -2}",3,3,7,7,46,10,7,0.1111111111111111,0.3333333333333333
1635,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, 5}",3,4,7,6,46,11,6,0.143609027817842,0.430827083453526
1636,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7}",3,5,7,4,46,12,4,0.1761069445245729,0.5283208335737187
1637,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 5}",3,6,7,2,46,11,2,0.1845515608270757,0.5536546824812271
1638,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, -1}",3,4,7,8,46,12,8,0.12899600527152014,0.3869880158145604
1639,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -1}",3,4,7,6,46,11,6,0.143609027817842,0.430827083453526
1640,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, 3}",3,5,7,4,46,13,4,0.1845515608270757,0.5536546824812271
1641,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5}",3,5,7,3,46,12,3,0.1845515608270757,0.5536546824812271
1642,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, -2}",3,4,7,8,46,13,8,0.143609027817842,0.430827083453526
1643,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -2}",3,4,7,5,46,12,5,0.16666666666666666,0.5
1644,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -3, 5}",3,4,7,6,46,11,6,0.143609027817842,0.430827083453526
1645,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -3, -7}",3,5,7,4,46,12,4,0.1761069445245729,0.5283208335737187
1646,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -3, 5}",3,6,7,2,46,11,2,0.1845515608270757,0.5536546824812271
1647,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -3, -1}",3,4,7,8,46,12,8,0.12899600527152014,0.3869880158145604
1648,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 5, -1}",3,3,7,7,46,11,7,0.12899600527152014,0.3869880158145604
1649,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -3}",3,5,7,4,46,13,4,0.1845515608270757,0.5536546824812271
1650,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 2, 5}",3,5,7,3,46,12,3,0.1845515608270757,0.5536546824812271
1651,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -2, 6}",3,5,7,3,46,14,3,0.1991645833733976,0.5974937501201928
1652,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6}",3,7,7,1,46,16,1,0.2222222222222222,0.6666666666666666
1653,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -2}",3,3,7,7,46,10,7,0.1111111111111111,0.3333333333333333
1654,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -1, 6}",3,6,7,2,46,16,2,0.21704947753380657,0.6511484326014197
1655,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -1, -2}",3,3,7,10,46,10,10,0.0,0.0
1656,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -3, -2}",3,4,7,8,46,13,8,0.143609027817842,0.430827083453526
1657,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, 5, -2}",3,3,7,6,46,12,6,0.15596416233653357,0.4678924870096007
1658,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -3, 6}",3,5,7,3,46,11,3,0.1761069445245729,0.5283208335737187
1659,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -3}",3,4,7,4,46,11,4,0.16666666666666666,0.5
1660,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -3, -1}",3,3,7,10,46,11,10,0.05555555555555555,0.16666666666666666
1661,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -3, -2}",3,3,7,10,46,10,10,0.0,0.0
1662,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, 5}",3,3,7,12,46,12,12,0.0,0.0
1663,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -1}",3,3,7,16,46,16,16,0.0,0.0
1664,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -7}",3,4,7,8,46,16,8,0.1761069445245729,0.5283208335737187
1665,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -6}",3,4,7,8,46,16,8,0.1761069445245729,0.5283208335737187
1666,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -2}",3,3,7,16,46,16,16,0.0,0.0
1667,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 4, 5}",3,4,7,6,46,9,6,0.1111111111111111,0.3333333333333333
1668,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -7}",3,5,7,4,46,11,4,0.16666666666666666,0.5
1669,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 5}",3,6,7,2,46,10,2,0.1761069445245729,0.5283208335737187
1670,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 4, -1}",3,4,7,8,46,11,8,0.1111111111111111,0.3333333333333333
1671,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, -1}",3,3,7,9,46,10,9,0.05555555555555555,0.16666666666666666
1672,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -5}",3,5,7,4,46,12,4,0.1761069445245729,0.5283208335737187
1673,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -5}",3,4,7,8,46,11,8,0.1111111111111111,0.3333333333333333
1674,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -1}",3,3,7,9,46,10,9,0.05555555555555555,0.16666666666666666
1675,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -1}",3,4,7,7,46,10,7,0.1111111111111111,0.3333333333333333
1676,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, 4}",3,5,7,4,46,11,4,0.16666666666666666,0.5
1677,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5}",3,5,7,4,46,10,4,0.15596416233653357,0.4678924870096007
1678,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, 3}",3,3,7,12,46,12,12,0.0,0.0
